Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
gIGF4l90Ee2pLDOA1inpjw,Что уж там,"Set expression: (here) whatever, no worries.",Устойчивое выражение: (здесь) ничего страшного.,['phraseologism'],"ла 
на олуха не держи особенно. ",", она ему отпускает грех, 
вольн",Что уж там,", она ему отпускает грех, 
вольн",9811,9821,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[],False
-UPOQB8tEe2xDYPW9V_9Zg,птичiй глаз,"Bird's eye is a type of figure that occurs within several kinds of wood, most notably in hard maple. Also, bird's eye chili — a type of very hot chili produced in southeast Asia.  Plant motif. Animal motif.","Птичий глаз — вид узора, встречающийся на древесине, в первую очередь, клена. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/9/96/Birds_eye_maple.jpg)

""Птичьим глазом"" также называется сорт чрезвычайно острого перца чили, выращиваемый на юго-востоке Азии. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/3/32/Thai_peppers.jpg)

Мотив животных. Мотив растений.","['motif', 'foreign']","ся 
разсуждать околоточный, что ",", говоря, разумеется, округленно",птичiй глаз,", говоря, разумеется, округленно",9811,9822,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,"['https://upload.wikimedia.org/wikipedia/commons/9/96/Birds_eye_maple.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Thai_peppers.jpg']","['', '']",False
BdS-eInuEe2Km7MU9MFBmA,непостоянным,"That is, sex workers.","То есть, секс-работницы.",['explanatory'],"ок потягивает 
к незнакомкам, к ",", вожделеете ко греху. Знаю, боб",непостоянным,", вожделеете ко греху. Знаю, боб",9812,9824,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],12. Заитильщина,12,ru,none,[],[],False
1aaXBrg0Ee2LZtcLodyvIA,Словно ласка перемешана с тоской,"Elena Kravchenko suggests that by ""the spatial image of the mother/land and the temporal image of Life Everlasting in the figure of Orina, Sokolov erases the line between the categories of time and space, dissolving them into a condition of love (and death, love’s double in Sokolov)"" (*The Prose* 79).","Елена Кравченко предпологает, что ""пространственный образ Родины-мати и временной образ Вечной Жизни в персонаже Орины стирает границы между категориями времени и пространства, растворяя их в среде любви (и смерти — соколовского двойника любви)"" (Kravchenko, *The Prose* 79). ",['theme'],"с меж волка и собаки я люблю:
  ",".
  Не гаси, пожалуй, тоже засмо",Словно ласка перемешана с тоской,".</li>
  ",9813,9845,/div[1]/main[1]/article[1]/ul[9]/li[30],/div[1]/main[1]/article[1]/ul[9]/li[30],07. Записки охотника,07,ru,none,[],[],False
N6GnKKY6Ee2elQdObcc5Iw,Осоловелый,"Colloquial: unclear, vague because of alcohol or illness.","Разговорное: в полусонном, вялом состоянии из-за алкоголя или болезни.",['register/style'],"ен.
  Тщательно щупает склон,
  "," и медлен.
  Вспомни о ком-нибуд",Осоловелый," и медлен.</li>
  ",9814,9824,/div[1]/main[1]/article[1]/ul[8]/li[8],/div[1]/main[1]/article[1]/ul[8]/li[8],15. Журнал запойного,15,ru,none,[],[],False
Ic-S-iZnEe2Vms89D01BOg,отчаливает,"Colloquial: to leave, depart.",Разговорное: отправляться.,['register/style'],"ольте видеть, до дядьки в Углич "," погостить. Гляди, сиротка, 
без",отчаливает," погостить. Гляди, сиротка, 
без",9816,9826,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],06. От Ильи Петрикеича,06,ru,none,[],[],False
Hbbk5mLMEe6ICttwCnChrw,my native tongue,"A possible reference to Turgenev's famous ""prose poem"" Russky iazyk (Russian Language). Read the original and an English translation here. However, Sokolov affirms that ""if there is any allusion [here](https://russianuniverse.org/2016/06/20/the-russian-language/), it is not to a specific writer, but to the Russian language as a whole, with all its authors and ordinary speakers"" (personal communication, August 4, 2023).",,"['intertextuality', 'Russia']","ative hangouts,
  I salute you, ",".


Note XXXIII

Return


  The ",my native tongue,".</li>
",9820,9836,/div[1]/main[1]/article[1]/ul[5]/li[36],/div[1]/main[1]/article[1]/ul[5]/li[36],15. THE BINGER’S JOURNAL,15,en,none,[],[],False
1aCQqHfQEe2pOiNO6oSOBg,винишко,Colloquial/diminutive: wine. Alcohol theme.,Разговорное/уменьшительное: вино. Тема алкоголя.,"['theme', 'register/style']","чит у пивной Удод
  Рублишко на ",",
  А изнутри другой орет:
  
  ",винишко,",</li>
  ",9822,9829,/div[1]/main[1]/article[1]/ul[7]/li[97],/div[1]/main[1]/article[1]/ul[7]/li[97],11. Опять записки,11,ru,none,[],[],False
ZCQClpNNEe2rpys8pTyK4A,без ко́рысти,"Set expression: no strings attached, platonically.","Устойчивое выражение: искренне, без стороннего умысла или преследования выгоды, особенно материальной.",['phraseologism'],"лохо бы и со внучатыми 
иногда, ",". И случилось непоправимое, прим",без ко́рысти,". И случилось непоправимое, прим",9824,9836,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[],False
v9n__kNTEe23KceosxpDnQ,шатии,"Colloquial: gang, tribe, crowd.","Разговорное: шайка, банда.",['register/style'],ся кот. И прикидывается один из , перехожим каликою и переходит к,шатии, перехожим каликою и переходит к,9826,9831,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[],False
IfZ2yInuEe2YJgc4OaFZ5Q,вожделеете,"Literary/dated/colloquial: to lech, lust after.",Книжное/устаревшее/разговорное: страстно желать чего-либо или кого-либо.,['register/style'],"
к незнакомкам, к непостоянным, "," ко греху. Знаю, бобылок своих п",вожделеете," ко греху. Знаю, бобылок своих п",9826,9836,/div[1]/main[1]/article[1]/p[3]/hypothesis-highlight[65],/div[1]/main[1]/article[1]/p[3]/hypothesis-highlight[65],12. Заитильщина,12,ru,full,[],[],False
FmN66ksFEe2aNVPiDeED8w,харакири,"Also known as seppuku (from the Japanese 切腹, ""cutting [the] belly""), hara-kiri is a ritual suicide by disembowelment performed to preserve one's honor in Japan. Samuri used hara-kiri to avoid being captured in battle, to restore one's honor after a dishonorable act, or as capital punishment. It is performed by plunging a short knife into one's abdomen and cutting from left to right, often in front of others.","Также известное, как сэппуку (от японского 切腹, ""вспарывание живота""), харакири — ритуальное самоубийство методом вспарывания живота, которое совершали в Японии ради сохранения собственной чести. Самураи использовали харакири, чтобы избежать попадания в плен, восстановить честь после совершения бесчестного поступка, а также в качестве смертной казни. Для того, чтобы совершить харакири, нужно было вонзить короткий нож в живот и резать слева направо, зачастую на глазах у окружающих.",['foreign'],"троена! 
Цзай-Сюнь приговорен к ",! Эвакуация Маньчжурии! Инцидент,харакири,! Эвакуация Маньчжурии! Инцидент,9830,9838,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,['https://upload.wikimedia.org/wikipedia/commons/5/5d/Seppuku.jpg'],[''],False
w-vQrB_dEe2H0RPt5_zLbQ,помаячу,Colloquial: to lurk for a while.,Разговорное: некоторое время маячить.,['register/style'],"на скорый отход мой покинь, еще "," там-сям, еще 
помозолю гляделки",помаячу," там-сям, еще 
помозолю гляделки",9832,9839,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
Cw9_ikNUEe2XIFMQ6H64kg,перехожим каликою,"A name given to blind wanderers who sing spiritual poems. Originally, the word did not refer to disabled or crippled beggars, as it does now, but rather to wanderers who visited holy places and sang songs. The term is derived from the Latin *caligae*, Since these wanderers often lived off of alms in the towns they visited (and occasionally settled in), the term took on the meaning of a disabled person who does the same in its modern usage. ([Miller 27–28](https://ru.wikisource.org/wiki/%D0%AD%D0%A1%D0%91%D0%95/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BB%D0%B8_%D0%BA%D0%B0%D0%BB%D0%B5%D0%BA%D0%B8_%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B6%D0%B8%D0%B5)) Also mentioned in Note XVIII (R204/E96), chapter 9 (R214/E112), chapter 10 (R223/E129), and chapter 11 (R230/E141). D.B. Johnson has identified more than twenty different types of shoes across Sokolov’s three novels: “*bashmaki, botforty, boty, botinki (polubotinki), cheboty, chizmy, chubury, galoshi (kaloshi), gety, ichigi, kedy, klogi, lapti, mokrostupy, obuvi (obuvki), sapogi, sandalii, tapochki (polutapochki), shlepantsy, shtiblety, tapti, tufli, valenki*. The list may easily be extended with appurtenances such as socks, stockings, footcloths, gaiters, skates, crutches, and artificial legs” (“The Galoshes Manifesto” 156). Regarding *Between Dog and Wolf*, he notes that Ilya’s last name immediately evokes Cinderella’s vair slippers. Johnson observes that “the footwear motif is Sokolov’s tribute, both conscious and unconscious, to the tradition in Russian literature represented by his predecessors – Ivan Bunin and Valentin Kataev” (179). In an interview with A. and N. Voronel', Sokolov calls Bunin, along with Gogol, his ""contemporaries, collaborators along a chain, older masters"" (Voroneli, ""Ia khochu"" 184). Shoe motif.","Название слепых странников, поющих духовные песни. Ранее слово не относилось к просящим милостыню калекам, как сейчас, но означало странников, посещающих святые места и поющих песни. Слово происходит от латинского *caligae*, изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/c/cf/Caliga_Qasr_Ibrim.jpg)

Так странники жили на подаяния, собранные в селениях, через которые они проходили (и иногда оставались жить), в современном языке слово приобрело значение занимающегося подобной деятельностью инвалида. Изображено ниже: 
![](https://upload.wikimedia.org/wikipedia/commons/6/6e/%D0%9F%D1%80%D1%8F%D0%BD%D0%B8%D1%88%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BA%D0%B8-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B6%D0%B8%D0%B5_1870.jpg)

([Miller 27–28](https://ru.wikisource.org/wiki/%D0%AD%D0%A1%D0%91%D0%95/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BB%D0%B8_%D0%BA%D0%B0%D0%BB%D0%B5%D0%BA%D0%B8_%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B6%D0%B8%D0%B5)) Также упоминается в Записке XVIII (R204/E96), главе 9 (R214/E112), главе 10 (R223/E129), и главе 11 (R230/E141). Мотив обуви.","['foreign', 'Russia', 'intratextuality', 'motif', 'intertextuality']",. И прикидывается один из шатии , и переходит к мельнику на бугор,перехожим каликою, и переходит к мельнику на бугор,9832,9849,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,"['https://upload.wikimedia.org/wikipedia/commons/c/cf/Caliga_Qasr_Ibrim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/%D0%9F%D1%80%D1%8F%D0%BD%D0%B8%D1%88%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BA%D0%B8-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B6%D0%B8%D0%B5_1870.jpg']","['', '']",False
m0niiE5dEe6Ez7fg21lvig,gryphon,"Griffin —a mythological creature with a lion body and head, wings, and talons of an eagle.Animal motif.",,"['motif', 'intertextuality']","short note—urgent,
  By a swift "," or by the pale mare,
  Or, usin",gryphon," or by the pale mare,</li>
  ",9839,9846,/div[1]/main[1]/article[1]/ul[7]/li[22],/div[1]/main[1]/article[1]/ul[7]/li[22],03. Notes of a Binging Hunter,03,en,none,['https://upload.wikimedia.org/wikipedia/commons/9/92/Bronzen_griffioen_ForumHadriani_198894_RMO_Leiden.jpg '],[''],False
-FMWJFFrEe2Onz_EoLzXRw,Эвакуация Маньчжурии,"Sokolov suggests that the evacuation of Manchuria by Soviet forces took place in 1902 (personal communication, July 7, 2023). Alternatively, August 1945. As the Soviet Army invaded Manchukuo, Japanese forces fled. This event allowed Russia to recapture territory lost during the Russo-Japanese War.","Соколов говорит, что ""эвакуация российских войск из Маньчжурии состоялась в 1902 году"" (личная переписка, 7 июля 2023). По другой версии, в августе 1945. Когда советская армия вторглась в Маньчжоу-Гоу, японские войска бежали. Это событие позволило России вернуть территории, потерянные во время Русско-японской войны.","['Russia', 'foreign', 'time']",зай-Сюнь приговорен к харакири! ,! Инцидент в Касабланке! Выйдешь,Эвакуация Маньчжурии,! Инцидент в Касабланке! Выйдешь,9840,9860,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[158],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[158],09. Картинки с выставки,09,ru,full,['https://upload.wikimedia.org/wikipedia/commons/6/6a/Manchukuo_map.png'],[''],False
GFavuGUQEe6VGH-CnXJdCQ,croakin,"Again an echo of Ilya's words, yet here with a rather ominous variation.",,"['explanatory', 'theme']","kin. Right, agreed the old man, ",".

At last I’ve rolled up to my ",croakin,".</p>

",9842,9849,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],12. Discords Beyond the Itil,12,en,none,[],[],False
FwyfkAwgEe2Vi_cjd8uoDA,сям,"Dated: there, here.",Устаревшее: здесь.,['register/style'],"ход мой покинь, еще помаячу там-",", еще 
помозолю гляделки некотор",сям,", еще 
помозолю гляделки некотор",9844,9847,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
FSjROEzHEe6-QovMwWeLAw,And Gury,"A continuation of Gury's conversation with the other grinders from above, interrupted by Ilya's commentary on commerce in the region.",,"['explanatory', 'structure']","o use both inside and outside. 
", to the grinders point-blank: We,And Gury, to the grinders point-blank: We,9844,9852,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
Xr16wFI0Ee6fKiuZQw30EQ,Nikodim,"Nicodemus is a Biblical name. According to the [Gospel of John](https://www.biblegateway.com/passage/?search=%D0%9E%D1%82%20%D0%98%D0%BE%D0%B0%D0%BD%D0%BD%D0%B0%203%3A1-21&version=RUSV;NIV), he is described as a learned doctor of the Law, a Pharisee, a member of the Sanhedrin, and one of Jesus' disciples. An apocryphal Gospel is attributed to him by tradition.",,"['character', 'intertextuality', 'bible', 'religion']",", living on oranges! Brazilian? "," Yermolaich asks 
with curiosity",Nikodim," Yermolaich asks 
with curiosity",9845,9852,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],05. The Trapper's Tale or Pictures from an Exhibition,05,en,none,[],[],False
YO2YDEzLEe6bR_vOhcA3yw,Gury,"Gury is one of the hunters living by the river. His death is described in detail in chapter 14: during an ice race, “a few verstas before the turn, Gury began gainin and the whipper-in fallin behind, but Gury aimed slightly more to the right than he should and fell into a polynya, an ice hole in the area of the fairway. […] he plopped in and right away got sucked under the ice.” Since his body cannot be found until spring, his funeral is organized “without his factual presence” (R260/E196). This episode is already briefly alluded to in chapter 1: “He was the one that adored scrapin and rollin over the slick on his sharps, which additionally resulted in us losin a client, and the undertakers, in contrast, findin one” (R150/E3). The name is Jewish and means ""little lion"" (gur 'aryeh). There may be a connection to Titian's *Allegory of Prudence*. Ostanin suggests that it may be linked to Gury Kazansky (ca. 1500-1563) (14). Animal motif.",,"['character', 'intratextuality', 'motif']","e both inside and outside. 
And ", to the grinders point-blank: We,Gury, to the grinders point-blank: We,9848,9852,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[162],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[162],01. DISCORDS BEYOND THE ITIL,01,en,full,['https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Titian_-_Allegorie_der_Zeit.jpg/800px-Titian_-_Allegorie_der_Zeit.jpg'],[''],False
lsfMsl90Ee2xCcP1tdERoA,вольному воля,"Set expression: to each his own, it's a free country, be my guest.",Устойчивое выражение: каждый может поступать как хочет.,['phraseologism'],"ж там, она ему отпускает грех, 
",", охулки на руки не клади, тольк",вольному воля,", охулки на руки не клади, тольк",9848,9861,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[],False
8BkbdnfQEe2VWPeYR0Qfog,орет,"Colloquial: to yell, bawl, scream, shout.","Разговорное: громко кричать, вопить, горланить.",['register/style']," на винишко,
  А изнутри другой ",":
  
    В инишка хочет — ишь ты",орет,":</li>
  ",9850,9854,/div[1]/main[1]/article[1]/ul[7]/li[98],/div[1]/main[1]/article[1]/ul[7]/li[98],11. Опять записки,11,ru,none,[],[],False
Gr-M3l5EEe6Upu8CoPmT4w,catafalque,A box or structure used to transport a coffin during a funeral procession.,,['explanatory'],"ure of dragging the improvised 
",—the sounds of the dragging. A s,catafalque,—the sounds of the dragging. A s,9850,9860,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Pictures from an Exhibition,09,en,none,['https://upload.wikimedia.org/wikipedia/commons/8/80/Krzysztof_Opalinski_dead_Sierakow.jpg'],[''],False
LOZGTmUSEe62-N8e8Nr3GA,At last I’ve rolled up to my destination,"Quotation from Lermontov's ""Listok"", ""The Leaf."" Read the original and its English translation [here](http://max.mmlc.northwestern.edu/mdenner/Demo/texts/theleaf.html). In the poem the leaf, ""dried up and withered from the cold, the heat and sorrow,"" reaches the Black Sea, where a wanderer identifies himself with it: ""I am but a poor oak leaf.""",,['intertextuality'],", agreed the old man, croakin.

",", and I tumble into the 
worksho",At last I’ve rolled up to my destination,", and I tumble into the 
worksho",9852,9892,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],12. Discords Beyond the Itil,12,en,none,[],[],False
MMVqRGLMEe6tEDcdCJGISw,Return,"Smith describes this Note as having a linear structure, when observed through its verb tenses: it opens in perfective past, then moves to imperfective past, then to the present, then to a perfective future, and finally to an eternal present (1987).",,"['structure', 'time']","y native tongue.


Note XXXIII

","


  The hunter pulled the trigg",Return,"</h3>

",9853,9859,/div[1]/main[1]/article[1]/h3[6],/div[1]/main[1]/article[1]/h3[6],15. THE BINGER’S JOURNAL,15,en,none,[],[],False
RqhZ8InuEe2Pp7-kR4_29w,бобылок,"Colloquial: an unmarried, lonely (peasant) woman. This term is used several times throughout the novel and is associated with Orina.","Разговорное: незамужняя, одинокая женщина-крестьянка. Слово неоднократно используется на протяжении всего романа и ассоциируется с Ориной.","['character', 'register/style', 'intratextuality']","ным, вожделеете ко греху. Знаю, ", своих привычных жалеете до гроб,бобылок, своих привычных жалеете до гроб,9853,9860,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],12. Заитильщина,12,ru,none,[],[],False
ldhg4lI0Ee6jwqd2-93ZQA,Yermolaich,"Patronymic, son of Ermolai. Ermolai is a name of Greek origin, meaning approximately ""people of Hermes,"" herald of the gods and god of commerce.",,"['character', 'foreign']", on oranges! Brazilian? Nikodim ," asks 
with curiosity so genuine",Yermolaich," asks 
with curiosity so genuine",9853,9863,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],05. The Trapper's Tale or Pictures from an Exhibition,05,en,none,[],[],False
E-qODgmuEe2_m_tICxX0mg,помозолю гляделки,"""Mozolit' glaza"" is a phraseologism, meaning to be in someone's sight and irritate by their presence.","""Мозолить глаза"" — фразеологизм, означающий находиться в чем-то поле зрения и раздражать своим присутствием.",['phraseologism'],"кинь, еще помаячу там-сям, еще 
"," некоторым чуток, постою над душ",помозолю гляделки," некоторым чуток, постою над душ",9854,9871,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[32],04. Заитильщина Дзындзырэлы,04,ru,partial,[],[],False
pMBGaE5dEe6_3pPwdoWpMA,pale mare,"The Pale Horse, the horse ridden by the Fourth Horseman of the Apocalypse, Death, in the Bible: ""When the Lamb broke the fourth seal, I heard the voice of the fourth living creature saying, 'Come.' I looked, and behold, a pale horse; and he who sat on it had the name Death; and Hades was following with him. Authority was given to them over a fourth of the earth, to kill with sword and with famine and with pestilence and by the wild beasts of the earth"" ([Revelation 6:7–8](https://www.biblegateway.com/passage/?search=Revelation%206%3A7-8&version=KJV)). The color comes from the Greek ""khlōros"" (χλωρός), meaning greenish-yellow or pale/pallid. Animal motif.",,"['intertextuality', 'motif', 'bible', 'religion']","
  By a swift gryphon or by the ",",
  Or, using the term of the po",pale mare,",</li>
  ",9857,9866,/div[1]/main[1]/article[1]/ul[7]/li[22],/div[1]/main[1]/article[1]/ul[7]/li[22],03. Notes of a Binging Hunter,03,en,none,['https://upload.wikimedia.org/wikipedia/commons/6/67/Gustave_Dore_-_Death_on_the_Pale_Horse.png'],[''],False
kKYy9GH6Ee6LOss_hTvnBQ,poplars,Poplars. Plant motif.,,['motif'],flect. But then the stirring of ,", the 
rustling of their meaty l",poplars,", the 
rustling of their meaty l",9858,9865,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Pictures from an Exhibition,13,en,none,['https://upload.wikimedia.org/wikipedia/commons/c/cd/Trembling_Aspen.jpg'],[''],False
eM5nPBgmEe6myZN852J_hA,Гурий,"Gury is one of the hunters living by the river. His death is described in detail in chapter 14: during an ice race, “a few verstas before the turn, Gury began gainin and the whipper-in fallin behind, but Gury aimed slightly more to the right than he should and fell into a polynya, an ice hole in the area of the fairway. [...] he plopped in and right away got sucked under the ice.” Since his body cannot be found until spring, his funeral is organized “without his factual presence” (R260/E196). This episode is already briefly alluded to in chapter 1: “He was the one that adored scrapin and rollin over the slick on his sharps, which additionally resulted in us losin a client, and the undertakers, in contrast, findin one” (R150/E3).","Гурий — один из охотников, живущих у реки. Его смерть детально описана в главе 14: во время ледяной гонки ""начал Гурий за пару верст до поворота понаддавать, а доезжачий — поотставать, но принял Гурий немного правее, чем следовало, и угодил в полынью, в промоину в районе фарватера. <…> и течением его сразу под лед сволокло"". Так как до наступления весны достать его тело невозможно, его похороны были устроены ""без его фактического присутствия"" (R260/E196). Краткое упоминание этого эпизода уже было в главе 1: ""вот кто обожал пошаркать и раскатиться по гладкому на точеных, которые и стали причиной того, что мы клиента утратили, а погребальщики клиента же обрели"" (R150/E3). ","['intratextuality', 'character']"," на ладошке застыл. Оглянитесь, "," мастерам заявил, 
там, на право",Гурий," мастерам заявил, 
там, на право",9860,9865,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
zsc-Xl90Ee2bUf9063MCaQ,охулки,"Low: same as похула (criticism, abuse).",Просторечное: похула (осуждение).,['register/style'],"отпускает грех, 
вольному воля, "," на руки не клади, только и ты, ",охулки," на руки не клади, только и ты, ",9863,9869,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[180],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[180],10. Дзынзырэлы,10,ru,full,[],[],False
3036tAmtEe2ol--B7VpLhQ,гляделки,Metaphoric: eyes.,Метафорическое: глаза.,['poetic device']," помаячу там-сям, еще 
помозолю "," некоторым чуток, постою над душ",гляделки," некоторым чуток, постою над душ",9863,9871,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
u7u2Ml90Ee2PUIt8V3ICVw,охулки на руки не клади,Set expression: don't miss your chance.,Устойчивое выражение: не упусти свой шанс.,['phraseologism'],"отпускает грех, 
вольному воля, ",", только и ты, дружочек, не 
обе",охулки на руки не клади,", только и ты, дружочек, не 
обе",9863,9886,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[],False
h2FfBENUEe2Ry8PhxzA2gw,мельнику,"Miller, related to the term мельница (mill, melnitsa), playing on the connection between ""milling"" and ""pastries."" Sokolov will use the connection between torment (мука)/flour (мука) several times throughout the novel as well.","Слово ""мельник"" (работник мельницы) указывает на связь между ""молотьбой"" и ""выпечкой"". Соколов несколько раз возвращается к связи между мукой (страданием) и мукой (хлебопекарной) на протяжении всего романа.","['intratextuality', 'character', 'theme', 'language']",перехожим каликою и переходит к , на бугор: какое это село тут бу,мельнику, на бугор: какое это село тут бу,9864,9872,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[],False
kjQTapNNEe2GXOu1GWbNzg,применился к невзрослой волнительно и сгоряча,"That is, Ilya took advantage of the girl (Orina).","То есть, Илья пользуется девушкой (Ориной).",['explanatory'],"ысти. И случилось непоправимое, ",. Уговорились встречаться; когда,применился к невзрослой волнительно и сгоряча,. Уговорились встречаться; когда,9864,9909,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[],False
SQwd-mLMEe6FfxMa_3uWZg,The hunter pulled the trigger—but the gun misfired,"This line refers back to the previous Note. Boguslawski writes, ""A paraphrase of *On spustil kurok—ruzh'e dalo osechku* (He pulled the trigger—but the gun misfired), from Anton Chekhov's 1895 story 'Whitebrow'"" (255). Read the original [here](https://ru.wikisource.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%BB%D0%BE%D0%B1%D1%8B%D0%B9_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)) and an English translation [here](http://www.online-literature.com/anton_chekhov/1279/).",,"['intratextuality', 'intertextuality']","ngue.


Note XXXIII

Return


  ",".
  A crow emitted an untimely c",The hunter pulled the trigger—but the gun misfired,".</li>
  ",9864,9914,/div[1]/main[1]/article[1]/ul[6]/li[1],/div[1]/main[1]/article[1]/ul[6]/li[1],15. THE BINGER’S JOURNAL,15,en,none,[],[],False
hiFysHo1Ee2aPKvGJWadmQ,инишка,Alcohol theme.,Тема алкоголя.,['theme'],"А изнутри другой орет:
  
    В "," хочет — ишь ты!
  
  То соловей",инишка," хочет — ишь ты!</p>
  ",9865,9871,/div[1]/main[1]/article[1]/ul[7]/li[99]/p[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/ul[7]/li[99]/p[1]/hypothesis-highlight[2],11. Опять записки,11,ru,full,[],[],False
GX_kwgEqEe2etRsQqdyrZQ,"лесу вечер волчьей пастью
  Зевнет на первые огни",The transition from day to night.,Переход дня в ночь.,"['time', 'theme']","го в полет благословит.
  
  Из ",",
  Но позабудешь все напасти
  ","лесу вечер волчьей пастью</li>
  <li>Зевнет на первые огни",",</li>
  <li>Но позабудешь все н",9869,9918,/div[1]/main[1]/article[1]/ul[9]/li[29],/div[1]/main[1]/article[1]/ul[9]/li[30],03. Записки запойного охотника,03,ru,none,[],[],False
rMBd5E5dEe6E0KPaN7sLhw,"Or, using the term of the postal agent,
  
    Pounded like cutlets, leaving none to spare","Stamping the envelopes, putting stamps on them.",,['explanatory']," gryphon or by the pale mare,
  ",".
  
  That’s what I chose and, ","Or, using the term of the postal agent,</li>
  <li>
    <p>Pounded like cutlets, leaving none to spare",".</p>
  </li>
  <li>That’s what ",9870,9960,/div[1]/main[1]/article[1]/ul[7]/li[23],/div[1]/main[1]/article[1]/ul[7]/li[24]/p[1],03. Notes of a Binging Hunter,03,en,none,[],[],False
M8UdijRfEe2-0ec9_humpw,засмолю,"That is, to begin to smoke.","То есть, начать курить.",['language'],"оской.
  Не гаси, пожалуй, тоже ",".
  Колдыбаем, повторяю, на пост",засмолю,".</li>
  ",9872,9879,/div[1]/main[1]/article[1]/ul[9]/li[31],/div[1]/main[1]/article[1]/ul[9]/li[31],07. Записки охотника,07,ru,none,[],[],False
