Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
l_cpZJD0Ee2H74_Gw8ZmsQ,водомер,"A water-strider. Its movements on top of water recall those of an ice skater. Mentioned three times by Ilya (R210, 221, 254/E105, 126, 185). Animal motif.","""Паук-водомерка"", водяной паук. Движения этого насекомого схожи с движениями фигуриста. Упоминается Ильей три раза (R210, 221, 254/E105, 126, 185). Мотив животных.","['motif', 'intratextuality']","аволчьем зовем. Почему и гребу, ",", на ту сторону. 
Резко-резко гр",водомер,", на ту сторону. 
Резко-резко гр",3981,3988,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,['https://upload.wikimedia.org/wikipedia/commons/f/fc/Water_strider_%28Gerridae_sp%29_nymph.jpg'],[''],False
M3S6FpNVEe26F0N2gAw7vA,сапога,"Boots with high tops. D.B. Johnson has identified more than twenty different types of shoes across Sokolov’s three novels: “*bashmaki, botforty, boty, botinki (polubotinki), cheboty, chizmy, chubury, galoshi (kaloshi), gety, ichigi, kedy, klogi, lapti, mokrostupy, obuvi (obuvki), sapogi, sandalii, tapochki (polutapochki), shlepantsy, shtiblety, tapti, tufli, valenki*. The list may easily be extended with appurtenances such as socks, stockings, footcloths, gaiters, skates, crutches, and artificial legs” (“The Galoshes Manifesto” 156). Regarding *Between Dog and Wolf*, he notes that Ilya’s last name immediately evokes Cinderella’s vair slippers. Johnson observes that “the footwear motif is Sokolov’s tribute, both conscious and unconscious, to the tradition in Russian literature represented by his predecessors – Ivan Bunin and Valentin Kataev” (179). In an interview with A. and N. Voronel', Sokolov calls Bunin, along with Gogol, his ""contemporaries, collaborators along a chain, older masters"" (Voroneli, ""Ia khochu"" 184). Shoe motif.","Вид обуви с высоким голенищем. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/4/47/%D0%9D%D0%AD%D0%A1._%D0%9E%D0%B1%D1%83%D0%B2%D1%8C_3.jpg)

Мотив обуви.","['motif', 'intertextuality']","  И храпит немного,
  Из худого ","
  Вылезает коготь.
  Снится это",сапога,"</li>
  ",3982,3988,/div[1]/main[1]/article[1]/ul[4]/li[7],/div[1]/main[1]/article[1]/ul[4]/li[7],07. Записки охотника,07,ru,none,['https://upload.wikimedia.org/wikipedia/commons/4/47/%D0%9D%D0%AD%D0%A1._%D0%9E%D0%B1%D1%83%D0%B2%D1%8C_3.jpg'],[''],False
zRoCMAd3Ee20xSfgfuHnuA,тонким двум месяцам,"See ""ущербной"" a few lines up: waning moon. Ostanin also makes the clever observation that Sokolov's initials in Cyrillic also make two crescent moons: С. С. (36).","См. ""ущербной"" несколькими строками выше: стареющая луна. Как тонко замечает Останин, инициалы Соколова, записанные кириллицей, образуют два полумесяца: С. С. (36)","['intratextuality', 'self-reference']",а те лежали в подражание как бы ,", один к другому спинами, а лица",тонким двум месяцам,", один к другому спинами, а лица",3982,4001,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
C8hu3F1XEe6efCuaNacBZQ,Indian summer,Refers to an unseasonably warm and dry spell after the initial cold has settled in fall.,,"['time', 'phraseologism']",in battle took place during the ," of 1916 
on the Bzura. War. The",Indian summer," of 1916 
on the Bzura. <em>War<",3987,4000,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[25],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[25],09. Pictures from an Exhibition,09,en,full,[],[],False
WexQxp83Ee2pHcs4gvsX5Q,Паламахтерову,"Ostanin (43) suggests interpretинг his last name as a variation of ""Palamakherov"" (from the verb palit', to burn), meaning someone who starts (or stops) fires. On that note, it would be worth recalling that final lines of the novel are, ""So I dare you to burn, you dumb-as-a-bell, / My amazing, ingenious lines!"" (""Попробуй пожги только, дурья башка, / Мои гениальные строчки"") (R280/E230). Ostanin also observes that the name may find its origin in Gregory Palamas (in Russian, Palama), a Byzantine Greek theologian lived in the 14th century, known for his defense of hesychast spirituality. ","Останин (43) предлагает интерпретировать эту фамилию как вариацию ""Паламахеров"" (от глагола ""палить"" со значением ""сжигать""), подразумевающую того, кто начинает (или останавливает) пожар. В связи с этим не будет лишним напомнить, что последние строки романа звучат следующим образом: ""Попробуй пожги только, дурья башка, / Мои гениальные строчки"" (R280/E230). Останин также замечает, что эта фамилия может происходить от Григория Паламы, византийского греческого богослова, жившего в четырнадцатом веке и известного своим обоснованием практики исихазма.","['intertextuality', 'intratextuality', 'character']","й не было шапки; последняя, как "," следовало умозаключать, вероятн",Паламахтерову," следовало умозаключать, вероятн",3987,4000,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16,ru,none,[],[],False
7spWUGEhEe6rLZNZJPuz1Q,farm,Original Russian: хутор (*khutor*). A farm or small settlement usually in Ukraine. Calls to mind Nikolai Gogol's short story collection *Evenings on a Farm Near Dikanka*.,,"['intertextuality', 'location']","ed.
  
    I responded: “It’s a ",", a tiny place.”
  
  2
  Does i",farm,", a tiny place.”</p>
  ",3988,3992,/div[1]/main[1]/article[1]/ul[3]/li[5]/p[1],/div[1]/main[1]/article[1]/ul[3]/li[5]/p[1],11. Again the Notes,11,en,none,[],[],False
J7Bs6jtMEe2vDTMBPmmphg,туеске,A small rounded basket used for gathering foods., Небольшой круглый короб для хранения пищевых продуктов. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/d/d3/Tujes.jpg),['explanatory']," у нее ворон выклевал, грибки в "," червячок поел, а бор как стоял ",туеске," червячок поел, а бор как стоял ",3994,4000,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,['https://upload.wikimedia.org/wikipedia/commons/d/d3/Tujes.jpg'],[''],False
TKE25vDoEeyn7pfNHQ31NQ,гомозиться,"Low: to bustle, to fidget.","Просторечное: копошиться, возиться.",['register/style'],"орон, 
рассаживаться по ветвям, "," — несусветному, отчужденному, и",гомозиться," — несусветному, отчужденному, и",3994,4004,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
5lMzSPyREeyJOr_8tfrhPg,занедужишь,Low: to take ill.,Просторечное: заболеть.,['register/style']," критиком)


  Не спи на земле, ",",
  Не станешь и ног волочить.
 ",занедужишь,",</li>
  ",3996,4006,/div[1]/main[1]/article[1]/ul[4]/li[1],/div[1]/main[1]/article[1]/ul[4]/li[1],03. Записки запойного охотника,03,ru,none,[],[],False
uw6sZtxdEey0WcMg20Z8FA,утиль,An echo of the Itil' (Итиль) River.,Отголосок названия реки Итиль.,"['sound play', 'language', 'location']","давал такой Николай, паренек из ","ной, в конечном итоге, артели. П",утиль,"ной, в конечном итоге, артели. П",3997,4002,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[105],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[105],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[],False
